file:11128:1786546430857307100:c:/windows/logs/sih/sih.20260812.145351.982.1.etl,{'file': 'C:\\Windows\\Logs\\SIH\\SIH.20260812.145351.982.1.etl'},21103467
file:2264:1786544325147143900:c:/users/admin/appdata/local/temp/__psscriptpolicytest_12dvwrb1.r34.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_12dvwrb1.r34.psm1'},21012612
file:2264:1786544325147143900:c:/users/admin/appdata/local/temp/__psscriptpolicytest_guacldxr.xe1.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_guacldxr.xe1.ps1'},21012611
file:280:1786548417790150000:c:/windows/logs/sih/sih.20260812.152657.828.1.etl,{'file': 'C:\\Windows\\Logs\\SIH\\SIH.20260812.152657.828.1.etl'},21159933
file:2964:1786543147429704100:c:/users/admin/appdata/local/microsoft/windows/powershell/startupprofiledata-noninteractive,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\Windows\\PowerShell\\StartupProfileData-NonInteractive'},20989699
file:2964:1786543147429704100:c:/users/admin/appdata/local/temp/__psscriptpolicytest_iysm44bd.jax.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_iysm44bd.jax.psm1'},20989326
file:2964:1786543147429704100:c:/users/admin/appdata/local/temp/__psscriptpolicytest_zkuhcnz5.e2b.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_zkuhcnz5.e2b.ps1'},20989315
file:3636:1786549565890684700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_4gxix1ao.5n2.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_4gxix1ao.5n2.psm1'},21187154
file:3636:1786549565890684700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_cxyt1vcg.mm1.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_cxyt1vcg.mm1.psm1'},21186401
file:3636:1786549565890684700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_ojecl4rl.k2f.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_ojecl4rl.k2f.ps1'},21186399
file:3636:1786549565890684700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_uil3h4t5.ui5.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_uil3h4t5.ui5.ps1'},21187153
file:444:1786542849342489700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_3faggnga.je2.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_3faggnga.je2.ps1'},20980170
file:444:1786542849342489700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_4m5la0c1.q0w.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_4m5la0c1.q0w.ps1'},20979261
file:444:1786542849342489700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_f0zlbywq.2sb.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_f0zlbywq.2sb.psm1'},20979273
file:444:1786542849342489700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_fgbqxfnk.kfj.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_fgbqxfnk.kfj.psm1'},20980172
file:6092:1786542850669843800:c:/programdata/microsoft/windows/wer/reportarchive/critical_powershell.exe_8899618aedd86dd224d472bc8966a26d7b4998c_00000000_6b447738-df6c-4843-9748-97deeb35c8fe/report.wer,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportArchive\\Critical_powershell.exe_8899618aedd86dd224d472bc8966a26d7b4998c_00000000_6b447738-df6c-4843-9748-97deeb35c8fe\\Report.wer'},20981555
file:6092:1786542850669843800:c:/programdata/microsoft/windows/wer/temp/wer8dcd.tmp.werinternalmetadata.xml,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER8DCD.tmp.WERInternalMetadata.xml'},20981032
file:6092:1786542850669843800:c:/programdata/microsoft/windows/wer/temp/wer8ddd.tmp.xml,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER8DDD.tmp.xml'},20981251
file:6772:1786548324347831500:c:/windows/logs/sih/sih.20260812.152524.383.1.etl,{'file': 'C:\\Windows\\Logs\\SIH\\SIH.20260812.152524.383.1.etl'},21155809
