file:1264:1786527651668674800:c:/users/admin/downloads/q3_2026_financial_report.pdf,{'file': 'C:\\Users\\admin\\Downloads\\Q3_2026_Financial_Report.pdf'},19193338
file:1408:1786528494739004900:c:/programdata/update.dat,{'file': 'C:\\ProgramData\\update.dat'},19220992
file:2288:1786528375544758800:c:/users/admin/appdata/local/temp/__psscriptpolicytest_2gke0dbc.jzm.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_2gke0dbc.jzm.ps1'},19216546
file:2288:1786528375544758800:c:/users/admin/appdata/local/temp/__psscriptpolicytest_3srtm0ua.3xc.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_3srtm0ua.3xc.psm1'},19217220
file:2288:1786528375544758800:c:/users/admin/appdata/local/temp/__psscriptpolicytest_bjjsmjwi.q2l.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_bjjsmjwi.q2l.ps1'},19217219
file:2288:1786528375544758800:c:/users/admin/appdata/local/temp/__psscriptpolicytest_zteh3env.3sr.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_zteh3env.3sr.psm1'},19216555
file:4048:1786528277043885300:c:/users/admin/appdata/local/temp/__psscriptpolicytest_dkftswl0.maf.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_dkftswl0.maf.psm1'},19210487
file:4048:1786528277043885300:c:/users/admin/appdata/local/temp/__psscriptpolicytest_fubcvt0x.p2x.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_fubcvt0x.p2x.ps1'},19211169
file:4048:1786528277043885300:c:/users/admin/appdata/local/temp/__psscriptpolicytest_lqvciliq.cyk.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_lqvciliq.cyk.psm1'},19211170
file:4048:1786528277043885300:c:/users/admin/appdata/local/temp/__psscriptpolicytest_pxiclapi.l3r.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_pxiclapi.l3r.ps1'},19210473
file:4320:1786528239779189700:c:/users/admin/appdata/local/microsoft/clr_v4.0/usagelogs/powershell.exe.log,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\CLR_v4.0\\UsageLogs\\powershell.exe.log'},19208355
file:4320:1786528239779189700:c:/users/admin/appdata/local/microsoft/windows/powershell/startupprofiledata-noninteractive,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\Windows\\PowerShell\\StartupProfileData-NonInteractive'},19208957
file:4320:1786528239779189700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_4rcqph1n.enh.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_4rcqph1n.enh.psm1'},19209311
file:4320:1786528239779189700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_f3r4t35s.h04.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_f3r4t35s.h04.psm1'},19208590
file:4320:1786528239779189700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_ja4x2ya5.ho1.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_ja4x2ya5.ho1.ps1'},19209309
file:4320:1786528239779189700:c:/users/admin/appdata/local/temp/__psscriptpolicytest_jrz0qchh.5w0.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_jrz0qchh.5w0.ps1'},19208580
