file:1004:1786559551152203500:c:/users/admin/appdata/local/temp/__psscriptpolicytest_4xbp1m4d.huo.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_4xbp1m4d.huo.ps1'},19943619
file:1004:1786559551152203500:c:/users/admin/appdata/local/temp/__psscriptpolicytest_f1iarog2.iv1.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_f1iarog2.iv1.ps1'},19942936
file:1004:1786559551152203500:c:/users/admin/appdata/local/temp/__psscriptpolicytest_tpg5iz5b.h1u.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_tpg5iz5b.h1u.psm1'},19943620
file:1004:1786559551152203500:c:/users/admin/appdata/local/temp/__psscriptpolicytest_ye5mwc2r.1dj.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_ye5mwc2r.1dj.psm1'},19942942
file:10212:1786558958696433000:c:/users/admin/appdata/local/temp/__psscriptpolicytest_b5mn203v.jmg.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_b5mn203v.jmg.ps1'},19914933
file:10212:1786558958696433000:c:/users/admin/appdata/local/temp/__psscriptpolicytest_tit4uosq.awi.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_tit4uosq.awi.psm1'},19914939
file:1060:1786558775060681400:c:/programdata/microsoft/windows/caches/s.db,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\Caches\\s.db'},19909212
file:3960:1786558675882720800:c:/programdata/microsoft/windows/wer/reportarchive/critical_powershell.exe_8899618aedd86dd224d472bc8966a26d7b4998c_00000000_994fb471-735b-48c6-8990-3f0a03be6911/report.wer,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportArchive\\Critical_powershell.exe_8899618aedd86dd224d472bc8966a26d7b4998c_00000000_994fb471-735b-48c6-8990-3f0a03be6911\\Report.wer'},19903010
file:3960:1786558675882720800:c:/programdata/microsoft/windows/wer/temp/werc176.tmp.werinternalmetadata.xml,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WERC176.tmp.WERInternalMetadata.xml'},19902403
file:3960:1786558675882720800:c:/programdata/microsoft/windows/wer/temp/werc186.tmp.xml,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WERC186.tmp.xml'},19902622
file:4268:1786558674512420600:c:/users/admin/appdata/local/temp/__psscriptpolicytest_42qxqvko.1eh.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_42qxqvko.1eh.psm1'},19901173
file:4268:1786558674512420600:c:/users/admin/appdata/local/temp/__psscriptpolicytest_55vmkvb0.0ye.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_55vmkvb0.0ye.psm1'},19900171
file:4268:1786558674512420600:c:/users/admin/appdata/local/temp/__psscriptpolicytest_qcc0z1gp.nrd.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_qcc0z1gp.nrd.ps1'},19900167
file:4268:1786558674512420600:c:/users/admin/appdata/local/temp/__psscriptpolicytest_uij1ikhq.tmm.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_uij1ikhq.tmm.ps1'},19901171
file:5056:1786558306700485400:c:/programdata/microsoft/windows/wer/reportarchive/critical_powershell.exe_8899618aedd86dd224d472bc8966a26d7b4998c_00000000_164ac142-3b7f-4400-897a-ceb3f5afced2/report.wer,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportArchive\\Critical_powershell.exe_8899618aedd86dd224d472bc8966a26d7b4998c_00000000_164ac142-3b7f-4400-897a-ceb3f5afced2\\Report.wer'},19890752
file:5056:1786558306700485400:c:/programdata/microsoft/windows/wer/temp/wer1f42.tmp.werinternalmetadata.xml,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER1F42.tmp.WERInternalMetadata.xml'},19890207
file:5056:1786558306700485400:c:/programdata/microsoft/windows/wer/temp/wer1f63.tmp.xml,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\WER\\Temp\\WER1F63.tmp.xml'},19890426
file:5520:1786560048170388800:c:/users/admin/appdata/local/temp/__psscriptpolicytest_dxchuu0q.3ms.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_dxchuu0q.3ms.ps1'},19970952
file:5520:1786560048170388800:c:/users/admin/appdata/local/temp/__psscriptpolicytest_wk4ocpgn.ubb.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_wk4ocpgn.ubb.psm1'},19970954
file:692:1786558683479385600:c:/users/admin/appdata/local/microsoft/windows/powershell/startupprofiledata-noninteractive,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\Windows\\PowerShell\\StartupProfileData-NonInteractive'},19904069
file:692:1786558683479385600:c:/users/admin/appdata/local/temp/__psscriptpolicytest_af23ljta.1lo.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_af23ljta.1lo.ps1'},19903679
file:692:1786558683479385600:c:/users/admin/appdata/local/temp/__psscriptpolicytest_glp3lr15.tgg.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_glp3lr15.tgg.psm1'},19903687
file:8632:1786559675865469400:c:/programdata/microsoft/windows/caches/wu.dat,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\Caches\\wu.dat'},19957850
file:9020:1786558867907932200:c:/programdata/microsoft/windows/caches/y.db,{'file': 'C:\\ProgramData\\Microsoft\\Windows\\Caches\\y.db'},19912438
file:9260:1786559767463828100:c:/users/admin/appdata/local/temp/__psscriptpolicytest_f503351e.ipb.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_f503351e.ipb.ps1'},19961992
file:9260:1786559767463828100:c:/users/admin/appdata/local/temp/__psscriptpolicytest_fuamo5om.bax.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_fuamo5om.bax.psm1'},19961998
file:9696:1786558304556468400:c:/$logfile,{'file': 'C:\\$LogFile'},19889288
file:9696:1786558304556468400:c:/users/admin/appdata/local/microsoft/clr_v4.0/usagelogs/powershell.exe.log,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\CLR_v4.0\\UsageLogs\\powershell.exe.log'},19886790
file:9696:1786558304556468400:c:/users/admin/appdata/local/microsoft/windows/powershell/startupprofiledata-interactive,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\Windows\\PowerShell\\StartupProfileData-Interactive'},19887679
file:9696:1786558304556468400:c:/users/admin/appdata/local/microsoft/windows/wupdate.exe,{'file': 'C:\\Users\\admin\\AppData\\Local\\Microsoft\\Windows\\wupdate.exe'},19889287
file:9696:1786558304556468400:c:/users/admin/appdata/local/temp/__psscriptpolicytest_dfzpw2ry.s0j.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_dfzpw2ry.s0j.ps1'},19888348
file:9696:1786558304556468400:c:/users/admin/appdata/local/temp/__psscriptpolicytest_hh2psxzt.5rp.ps1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_hh2psxzt.5rp.ps1'},19887160
file:9696:1786558304556468400:c:/users/admin/appdata/local/temp/__psscriptpolicytest_suuc0nzl.2g5.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_suuc0nzl.2g5.psm1'},19887176
file:9696:1786558304556468400:c:/users/admin/appdata/local/temp/__psscriptpolicytest_wwloqjlt.sta.psm1,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\__PSScriptPolicyTest_wwloqjlt.sta.psm1'},19888349
file:9696:1786558304556468400:c:/users/admin/appdata/local/temp/payload_log.txt,{'file': 'C:\\Users\\admin\\AppData\\Local\\Temp\\payload_log.txt'},19889283
netflow:2152:1786558306033788200:tcp:10.50.50.242:49895:10.60.60.20:443,{'netflow': '10.50.50.242:49895 -> 10.60.60.20:443'},20361801
netflow:2152:1786558306033788200:tcp:10.50.50.242:49905:10.60.60.20:443,{'netflow': '10.50.50.242:49905 -> 10.60.60.20:443'},20362536
netflow:2152:1786558306033788200:tcp:10.50.50.242:49906:10.60.60.20:443,{'netflow': '10.50.50.242:49906 -> 10.60.60.20:443'},20362557
netflow:2152:1786558306033788200:tcp:10.50.50.242:49907:10.60.60.20:443,{'netflow': '10.50.50.242:49907 -> 10.60.60.20:443'},20362586
netflow:2152:1786558306033788200:tcp:10.50.50.242:49909:10.60.60.20:443,{'netflow': '10.50.50.242:49909 -> 10.60.60.20:443'},20362609
netflow:2152:1786558306033788200:tcp:10.50.50.242:49914:10.60.60.20:443,{'netflow': '10.50.50.242:49914 -> 10.60.60.20:443'},20362643
netflow:2152:1786558306033788200:tcp:10.50.50.242:49915:10.60.60.20:443,{'netflow': '10.50.50.242:49915 -> 10.60.60.20:443'},20362645
netflow:2152:1786558306033788200:tcp:10.50.50.242:49916:10.60.60.20:443,{'netflow': '10.50.50.242:49916 -> 10.60.60.20:443'},20362664
netflow:2152:1786558306033788200:tcp:10.50.50.242:49917:10.60.60.20:443,{'netflow': '10.50.50.242:49917 -> 10.60.60.20:443'},20362667
netflow:2152:1786558306033788200:tcp:10.50.50.242:49918:10.60.60.20:443,{'netflow': '10.50.50.242:49918 -> 10.60.60.20:443'},20363710
netflow:2152:1786558306033788200:tcp:10.50.50.242:49919:10.60.60.20:443,{'netflow': '10.50.50.242:49919 -> 10.60.60.20:443'},20363713
netflow:2152:1786558306033788200:tcp:10.50.50.242:49920:10.60.60.20:443,{'netflow': '10.50.50.242:49920 -> 10.60.60.20:443'},20363737
netflow:2152:1786558306033788200:tcp:10.50.50.242:49921:10.60.60.20:443,{'netflow': '10.50.50.242:49921 -> 10.60.60.20:443'},20363763
netflow:2152:1786558306033788200:tcp:10.50.50.242:49922:10.60.60.20:443,{'netflow': '10.50.50.242:49922 -> 10.60.60.20:443'},20363766
netflow:2152:1786558306033788200:tcp:10.50.50.242:49926:10.60.60.20:443,{'netflow': '10.50.50.242:49926 -> 10.60.60.20:443'},20366108
netflow:2152:1786558306033788200:tcp:10.50.50.242:49927:10.60.60.20:443,{'netflow': '10.50.50.242:49927 -> 10.60.60.20:443'},20366111
netflow:2152:1786558306033788200:tcp:10.50.50.242:49928:10.60.60.20:443,{'netflow': '10.50.50.242:49928 -> 10.60.60.20:443'},20367136
netflow:2152:1786558306033788200:tcp:10.50.50.242:49929:10.60.60.20:443,{'netflow': '10.50.50.242:49929 -> 10.60.60.20:443'},20367139
netflow:2152:1786558306033788200:tcp:10.50.50.242:49932:10.60.60.20:443,{'netflow': '10.50.50.242:49932 -> 10.60.60.20:443'},20367195
netflow:2152:1786558306033788200:tcp:10.50.50.242:49933:10.60.60.20:443,{'netflow': '10.50.50.242:49933 -> 10.60.60.20:443'},20367239
