file:3829:1786534839359317420:/dev/shm/.gnome-update,{'file': '/dev/shm/.gnome-update'},19837337
file:3923:1786534962276016862:/tmp/.privesc.sh,{'file': '/tmp/.privesc.sh'},19839495
file:3971:1786535149095302573:/dev/shm/.helper,{'file': '/dev/shm/.helper'},19840276
file:3978:1786535149113985342:/tmp/.privesc_result,{'file': '/tmp/.privesc_result'},19840783
file:4569:1786535928835610338:/usr/lib/packagekit/packagekitd,{'file': '/usr/lib/packagekit/packagekitd'},19856971
file:4578:1786536022375876124:/etc/systemd/system/packagekit-backend.service,{'file': '/etc/systemd/system/packagekit-backend.service'},19857032
netflow:11045:1786543451546400110:tcp:10.30.30.43:41794:10.40.40.10:443,{'netflow': '10.30.30.43:41794 -> 10.40.40.10:443'},20054284
netflow:11329:1786543524726868599:tcp:10.30.30.43:41796:10.40.40.10:443,{'netflow': '10.30.30.43:41796 -> 10.40.40.10:443'},20062489
netflow:11329:1786543524726868599:tcp:10.30.30.43:41798:10.40.40.10:443,{'netflow': '10.30.30.43:41798 -> 10.40.40.10:443'},20062494
netflow:11596:1786543616459131119:tcp:10.30.30.43:41800:10.40.40.10:443,{'netflow': '10.30.30.43:41800 -> 10.40.40.10:443'},20070792
netflow:11596:1786543616459131119:tcp:10.30.30.43:41802:10.40.40.10:443,{'netflow': '10.30.30.43:41802 -> 10.40.40.10:443'},20082670
netflow:12340:1786544330202630303:tcp:10.30.30.43:41806:10.40.40.10:443,{'netflow': '10.30.30.43:41806 -> 10.40.40.10:443'},20118634
netflow:12340:1786544330202630303:tcp:10.30.30.43:41808:10.40.40.10:443,{'netflow': '10.30.30.43:41808 -> 10.40.40.10:443'},20119239
netflow:12340:1786544330202630303:tcp:10.30.30.43:41810:10.40.40.10:443,{'netflow': '10.30.30.43:41810 -> 10.40.40.10:443'},20120520
netflow:13617:1786545858669124691:tcp:10.30.30.43:41812:10.40.40.10:443,{'netflow': '10.30.30.43:41812 -> 10.40.40.10:443'},20157554
netflow:13617:1786545858669124691:tcp:10.30.30.43:41814:10.40.40.10:443,{'netflow': '10.30.30.43:41814 -> 10.40.40.10:443'},20157563
netflow:1810:1786532595955562237:tcp:10.30.30.43:41724:10.40.40.10:443,{'netflow': '10.30.30.43:41724 -> 10.40.40.10:443'},19835748
netflow:1810:1786532595955562237:tcp:10.30.30.43:41726:10.40.40.10:443,{'netflow': '10.30.30.43:41726 -> 10.40.40.10:443'},19835752
netflow:1810:1786532595955562237:tcp:10.30.30.43:41728:10.40.40.10:443,{'netflow': '10.30.30.43:41728 -> 10.40.40.10:443'},19835757
netflow:1810:1786532595955562237:tcp:10.30.30.43:41730:10.40.40.10:443,{'netflow': '10.30.30.43:41730 -> 10.40.40.10:443'},19835760
netflow:1810:1786532595955562237:tcp:10.30.30.43:41732:10.40.40.10:443,{'netflow': '10.30.30.43:41732 -> 10.40.40.10:443'},19835762
netflow:1810:1786532595955562237:tcp:10.30.30.43:41734:10.40.40.10:443,{'netflow': '10.30.30.43:41734 -> 10.40.40.10:443'},19835763
netflow:1810:1786532595955562237:tcp:10.30.30.43:41736:10.40.40.10:443,{'netflow': '10.30.30.43:41736 -> 10.40.40.10:443'},19835765
netflow:1810:1786532595955562237:tcp:10.30.30.43:41738:10.40.40.10:443,{'netflow': '10.30.30.43:41738 -> 10.40.40.10:443'},19835767
netflow:1810:1786532595955562237:tcp:10.30.30.43:41740:10.40.40.10:443,{'netflow': '10.30.30.43:41740 -> 10.40.40.10:443'},19835769
netflow:1810:1786532595955562237:tcp:10.30.30.43:41742:10.40.40.10:443,{'netflow': '10.30.30.43:41742 -> 10.40.40.10:443'},19835770
netflow:1810:1786532595955562237:tcp:10.30.30.43:41744:10.40.40.10:443,{'netflow': '10.30.30.43:41744 -> 10.40.40.10:443'},19835786
netflow:1810:1786532595955562237:tcp:10.30.30.43:41746:10.40.40.10:443,{'netflow': '10.30.30.43:41746 -> 10.40.40.10:443'},19835787
netflow:1810:1786532595955562237:tcp:10.30.30.43:41748:10.40.40.10:443,{'netflow': '10.30.30.43:41748 -> 10.40.40.10:443'},19868817
netflow:1810:1786532595955562237:tcp:10.30.30.43:41750:10.40.40.10:443,{'netflow': '10.30.30.43:41750 -> 10.40.40.10:443'},19868827
netflow:1810:1786532595955562237:tcp:10.30.30.43:41752:10.40.40.10:443,{'netflow': '10.30.30.43:41752 -> 10.40.40.10:443'},19869459
netflow:3775:1786534404707883544:tcp:10.30.30.43:32974:10.40.40.20:443,{'netflow': '10.30.30.43:32974 -> 10.40.40.20:443'},19836401
netflow:3775:1786534404707883544:tcp:10.30.30.43:32976:10.40.40.20:443,{'netflow': '10.30.30.43:32976 -> 10.40.40.20:443'},19836415
netflow:3775:1786534404707883544:tcp:10.30.30.43:32978:10.40.40.20:443,{'netflow': '10.30.30.43:32978 -> 10.40.40.20:443'},19836427
netflow:3775:1786534404707883544:tcp:10.30.30.43:32980:10.40.40.20:443,{'netflow': '10.30.30.43:32980 -> 10.40.40.20:443'},19836437
netflow:3775:1786534404707883544:tcp:10.30.30.43:32982:10.40.40.20:443,{'netflow': '10.30.30.43:32982 -> 10.40.40.20:443'},19836466
netflow:3775:1786534404707883544:tcp:10.30.30.43:32984:10.40.40.20:443,{'netflow': '10.30.30.43:32984 -> 10.40.40.20:443'},19836539
netflow:3775:1786534404707883544:tcp:10.30.30.43:32986:10.40.40.20:443,{'netflow': '10.30.30.43:32986 -> 10.40.40.20:443'},19836556
netflow:3775:1786534404707883544:tcp:10.30.30.43:32988:10.40.40.20:443,{'netflow': '10.30.30.43:32988 -> 10.40.40.20:443'},19836574
netflow:3775:1786534404707883544:tcp:10.30.30.43:32990:10.40.40.20:443,{'netflow': '10.30.30.43:32990 -> 10.40.40.20:443'},19836628
netflow:3775:1786534404707883544:tcp:10.30.30.43:32992:10.40.40.20:443,{'netflow': '10.30.30.43:32992 -> 10.40.40.20:443'},19836687
netflow:3775:1786534404707883544:tcp:10.30.30.43:32994:10.40.40.20:443,{'netflow': '10.30.30.43:32994 -> 10.40.40.20:443'},19836706
netflow:3775:1786534404707883544:tcp:10.30.30.43:32996:10.40.40.20:443,{'netflow': '10.30.30.43:32996 -> 10.40.40.20:443'},19836740
netflow:3775:1786534404707883544:tcp:10.30.30.43:32998:10.40.40.20:443,{'netflow': '10.30.30.43:32998 -> 10.40.40.20:443'},19836797
netflow:3775:1786534404707883544:tcp:10.30.30.43:33000:10.40.40.20:443,{'netflow': '10.30.30.43:33000 -> 10.40.40.20:443'},19837223
netflow:3775:1786534404707883544:tcp:10.30.30.43:33002:10.40.40.20:443,{'netflow': '10.30.30.43:33002 -> 10.40.40.20:443'},19837237
netflow:3775:1786534404707883544:tcp:10.30.30.43:33004:10.40.40.20:443,{'netflow': '10.30.30.43:33004 -> 10.40.40.20:443'},19837258
netflow:3775:1786534404707883544:tcp:10.30.30.43:33006:10.40.40.20:443,{'netflow': '10.30.30.43:33006 -> 10.40.40.20:443'},19837271
netflow:3775:1786534404707883544:tcp:10.30.30.43:33008:10.40.40.20:443,{'netflow': '10.30.30.43:33008 -> 10.40.40.20:443'},19837347
netflow:3775:1786534404707883544:tcp:10.30.30.43:33010:10.40.40.20:443,{'netflow': '10.30.30.43:33010 -> 10.40.40.20:443'},19837366
netflow:3775:1786534404707883544:tcp:10.30.30.43:33012:10.40.40.20:443,{'netflow': '10.30.30.43:33012 -> 10.40.40.20:443'},19839379
netflow:3775:1786534404707883544:tcp:10.30.30.43:33014:10.40.40.20:443,{'netflow': '10.30.30.43:33014 -> 10.40.40.20:443'},19839481
netflow:3775:1786534404707883544:tcp:10.30.30.43:33020:10.40.40.20:443,{'netflow': '10.30.30.43:33020 -> 10.40.40.20:443'},19839594
netflow:3775:1786534404707883544:tcp:10.30.30.43:33022:10.40.40.20:443,{'netflow': '10.30.30.43:33022 -> 10.40.40.20:443'},19839670
netflow:3775:1786534404707883544:tcp:10.30.30.43:33024:10.40.40.20:443,{'netflow': '10.30.30.43:33024 -> 10.40.40.20:443'},19839841
netflow:3775:1786534404707883544:tcp:10.30.30.43:33026:10.40.40.20:443,{'netflow': '10.30.30.43:33026 -> 10.40.40.20:443'},19840260
netflow:3775:1786534404707883544:tcp:10.30.30.43:33034:10.40.40.20:443,{'netflow': '10.30.30.43:33034 -> 10.40.40.20:443'},19843533
netflow:3775:1786534404707883544:tcp:10.30.30.43:33040:10.40.40.20:443,{'netflow': '10.30.30.43:33040 -> 10.40.40.20:443'},19843559
netflow:3775:1786534404707883544:tcp:10.30.30.43:33044:10.40.40.20:443,{'netflow': '10.30.30.43:33044 -> 10.40.40.20:443'},19844361
netflow:3775:1786534404707883544:tcp:10.30.30.43:33048:10.40.40.20:443,{'netflow': '10.30.30.43:33048 -> 10.40.40.20:443'},19845005
netflow:3775:1786534404707883544:tcp:10.30.30.43:33052:10.40.40.20:443,{'netflow': '10.30.30.43:33052 -> 10.40.40.20:443'},19847397
netflow:3775:1786534404707883544:tcp:10.30.30.43:33066:10.40.40.20:443,{'netflow': '10.30.30.43:33066 -> 10.40.40.20:443'},19849847
netflow:3775:1786534404707883544:tcp:10.30.30.43:33070:10.40.40.20:443,{'netflow': '10.30.30.43:33070 -> 10.40.40.20:443'},19850970
netflow:3775:1786534404715320576:tcp:10.30.30.43:32974:10.40.40.20:443,{'netflow': '10.30.30.43:32974 -> 10.40.40.20:443'},19836402
netflow:3775:1786534404715320576:tcp:10.30.30.43:32992:10.40.40.20:443,{'netflow': '10.30.30.43:32992 -> 10.40.40.20:443'},19836690
netflow:3775:1786534404715320576:tcp:10.30.30.43:32994:10.40.40.20:443,{'netflow': '10.30.30.43:32994 -> 10.40.40.20:443'},19836707
netflow:3775:1786534404715320576:tcp:10.30.30.43:32996:10.40.40.20:443,{'netflow': '10.30.30.43:32996 -> 10.40.40.20:443'},19836742
netflow:3775:1786534404715320576:tcp:10.30.30.43:32998:10.40.40.20:443,{'netflow': '10.30.30.43:32998 -> 10.40.40.20:443'},19836796
netflow:3775:1786534404715320576:tcp:10.30.30.43:33000:10.40.40.20:443,{'netflow': '10.30.30.43:33000 -> 10.40.40.20:443'},19837224
netflow:3775:1786534404715320576:tcp:10.30.30.43:33018:10.40.40.20:443,{'netflow': '10.30.30.43:33018 -> 10.40.40.20:443'},19839579
netflow:3775:1786534404715375277:tcp:10.30.30.43:32976:10.40.40.20:443,{'netflow': '10.30.30.43:32976 -> 10.40.40.20:443'},19836416
netflow:3775:1786534404715375277:tcp:10.30.30.43:32978:10.40.40.20:443,{'netflow': '10.30.30.43:32978 -> 10.40.40.20:443'},19836425
netflow:3775:1786534404715375277:tcp:10.30.30.43:32980:10.40.40.20:443,{'netflow': '10.30.30.43:32980 -> 10.40.40.20:443'},19836438
netflow:3775:1786534404715375277:tcp:10.30.30.43:32982:10.40.40.20:443,{'netflow': '10.30.30.43:32982 -> 10.40.40.20:443'},19836467
netflow:3775:1786534404715375277:tcp:10.30.30.43:32984:10.40.40.20:443,{'netflow': '10.30.30.43:32984 -> 10.40.40.20:443'},19836538
netflow:3775:1786534404715375277:tcp:10.30.30.43:32986:10.40.40.20:443,{'netflow': '10.30.30.43:32986 -> 10.40.40.20:443'},19836554
netflow:3775:1786534404715375277:tcp:10.30.30.43:32988:10.40.40.20:443,{'netflow': '10.30.30.43:32988 -> 10.40.40.20:443'},19836575
netflow:3775:1786534404715375277:tcp:10.30.30.43:32990:10.40.40.20:443,{'netflow': '10.30.30.43:32990 -> 10.40.40.20:443'},19836629
netflow:3775:1786534404715375277:tcp:10.30.30.43:32992:10.40.40.20:443,{'netflow': '10.30.30.43:32992 -> 10.40.40.20:443'},19836689
netflow:3775:1786534404715375277:tcp:10.30.30.43:32994:10.40.40.20:443,{'netflow': '10.30.30.43:32994 -> 10.40.40.20:443'},19836705
netflow:3775:1786534404715375277:tcp:10.30.30.43:32996:10.40.40.20:443,{'netflow': '10.30.30.43:32996 -> 10.40.40.20:443'},19836741
netflow:3775:1786534404715375277:tcp:10.30.30.43:32998:10.40.40.20:443,{'netflow': '10.30.30.43:32998 -> 10.40.40.20:443'},19836798
netflow:3775:1786534404715375277:tcp:10.30.30.43:33000:10.40.40.20:443,{'netflow': '10.30.30.43:33000 -> 10.40.40.20:443'},19837222
netflow:3775:1786534404715375277:tcp:10.30.30.43:33002:10.40.40.20:443,{'netflow': '10.30.30.43:33002 -> 10.40.40.20:443'},19837235
netflow:3775:1786534404715375277:tcp:10.30.30.43:33004:10.40.40.20:443,{'netflow': '10.30.30.43:33004 -> 10.40.40.20:443'},19837256
netflow:3775:1786534404715375277:tcp:10.30.30.43:33006:10.40.40.20:443,{'netflow': '10.30.30.43:33006 -> 10.40.40.20:443'},19837272
netflow:3775:1786534404715375277:tcp:10.30.30.43:33008:10.40.40.20:443,{'netflow': '10.30.30.43:33008 -> 10.40.40.20:443'},19837348
netflow:3775:1786534404715375277:tcp:10.30.30.43:33010:10.40.40.20:443,{'netflow': '10.30.30.43:33010 -> 10.40.40.20:443'},19837368
netflow:3775:1786534404715375277:tcp:10.30.30.43:33012:10.40.40.20:443,{'netflow': '10.30.30.43:33012 -> 10.40.40.20:443'},19839380
netflow:3775:1786534404715375277:tcp:10.30.30.43:33014:10.40.40.20:443,{'netflow': '10.30.30.43:33014 -> 10.40.40.20:443'},19839480
netflow:3775:1786534404715375277:tcp:10.30.30.43:33016:10.40.40.20:443,{'netflow': '10.30.30.43:33016 -> 10.40.40.20:443'},19839520
netflow:3775:1786534404715375277:tcp:10.30.30.43:33018:10.40.40.20:443,{'netflow': '10.30.30.43:33018 -> 10.40.40.20:443'},19839580
netflow:3775:1786534404715375277:tcp:10.30.30.43:33020:10.40.40.20:443,{'netflow': '10.30.30.43:33020 -> 10.40.40.20:443'},19839593
netflow:3775:1786534404715375277:tcp:10.30.30.43:33022:10.40.40.20:443,{'netflow': '10.30.30.43:33022 -> 10.40.40.20:443'},19839669
netflow:3775:1786534404715375277:tcp:10.30.30.43:33024:10.40.40.20:443,{'netflow': '10.30.30.43:33024 -> 10.40.40.20:443'},19839843
netflow:3775:1786534404715375277:tcp:10.30.30.43:33026:10.40.40.20:443,{'netflow': '10.30.30.43:33026 -> 10.40.40.20:443'},19840261
